source_table,repository_id,repository_name,repository_url,application_flow,application,reason,processing_host,model,run_id,pcap_path,cicflowmeter_csv_path,egress_bytes,total_forward_bytes,egress_percentage,egress_packets,internet_flow_count,internet_destinations,updated_at
traffic_parameters,23913,H4ckerman666/Microsoft-Rewards,https://github.com/H4ckerman666/Microsoft-Rewards,"{""host_num"": 21, ""pcap_size"": 13.891736030578613, ""flow_count"": 73, ""tcp_traffic"": {""80"": {""hosts"": 2, ""n_packets"": 11, ""flow_count"": 1, ""total_size"": 1932, ""traffic_end"": 0.5278983116149902, ""iana_mapping"": ""http"", ""traffic_start"": 0.4587225914001465, ""tshark_parsing"": [""data-text-lines"", ""http""], ""traffic_duration"": 0.06917572021484375}, ""443"": {""hosts"": 19, ""n_packets"": 3601, ""flow_count"": 57, ""total_size"": 5630133, ""traffic_end"": 57.41005063056946, ""iana_mapping"": ""https"", ""traffic_start"": 0.45864439010620117, ""tshark_parsing"": [""ocsp"", ""tls""], ""traffic_duration"": 56.95140624046326}}, ""udp_traffic"": {""443"": {""hosts"": 6, ""n_packets"": 8994, ""time_seen"": 1771840250.0839703, ""flow_count"": 13, ""total_size"": 8727044, ""traffic_end"": 57.7889564037323, ""iana_mapping"": ""https"", ""traffic_start"": 1.111473798751831, ""tshark_parsing"": [""quic"", ""tls""], ""traffic_duration"": 56.67748260498047}, ""5353"": {""hosts"": 1, ""n_packets"": 26, ""time_seen"": 1771840248.9972725, ""flow_count"": 2, ""total_size"": 3776, ""traffic_end"": 32.699073791503906, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.024775981903076172, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.67429780960083}}, ""hostname_info"": [{""ip"": ""104.18.95.41"", ""source"": ""TLS_SNI"", ""hostname"": ""challenges.cloudflare.com""}, {""ip"": ""104.208.16.90"", ""source"": ""TLS_SNI"", ""hostname"": ""browser.events.data.msn.com""}, {""ip"": ""104.89.118.72"", ""source"": ""TLS_SNI"", ""hostname"": ""www.msn.com""}, {""ip"": ""13.107.246.59"", ""source"": ""TLS_SNI"", ""hostname"": ""c.msn.com""}, {""ip"": ""13.107.246.59"", ""source"": ""TLS_SNI"", ""hostname"": ""edgeassetservice.azureedge.net""}, {""ip"": ""150.171.27.11"", ""source"": ""TLS_SNI"", ""hostname"": ""edge.microsoft.com""}, {""ip"": ""150.171.28.10"", ""source"": ""TLS_SNI"", ""hostname"": ""www2.bing.com""}, {""ip"": ""150.171.28.11"", ""source"": ""TLS_SNI"", ""hostname"": ""edge.microsoft.com""}, {""ip"": ""2.16.145.25"", ""source"": ""TLS_SNI"", ""hostname"": ""www.bing.com""}, {""ip"": ""2.17.106.106"", ""source"": ""TLS_SNI"", ""hostname"": ""assets.msn.com""}, {""ip"": ""20.189.173.25"", ""source"": ""TLS_SNI"", ""hostname"": ""functional.events.data.microsoft.com""}, {""ip"": ""23.15.241.75"", ""source"": ""TLS_SNI"", ""hostname"": ""r.bing.com""}, {""ip"": ""23.32.29.98"", ""source"": ""TLS_SNI"", ""hostname"": ""th.bing.com""}, {""ip"": ""23.53.118.71"", ""source"": ""TLS_SNI"", ""hostname"": ""img-s-msn-com.akamaized.net""}, {""ip"": ""23.53.118.83"", ""source"": ""TLS_SNI"", ""hostname"": ""ecn.dev.virtualearth.net""}, {""ip"": ""40.118.171.167"", ""source"": ""TLS_SNI"", ""hostname"": ""data-edge.smartscreen.microsoft.com""}, {""ip"": ""40.126.35.129"", ""source"": ""TLS_SNI"", ""hostname"": ""login.microsoftonline.com""}, {""ip"": ""40.126.35.64"", ""source"": ""TLS_SNI"", ""hostname"": ""login.live.com""}, {""ip"": ""52.139.252.32"", ""source"": ""TLS_SNI"", ""hostname"": ""nav-edge.smartscreen.microsoft.com""}, {""ip"": ""52.168.117.170"", ""source"": ""TLS_SNI"", ""hostname"": ""self.events.data.microsoft.com""}]}",http,Persistent TLS/QUIC on port 443 (many flows/packets over ~57s) with TLS SNI hostnames—ongoing HTTPS application activity beyond initial download/DNS.,cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/H4ckerman666_Microsoft-Rewards_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/H4ckerman666_Microsoft-Rewards_cartwheel_run_0.csv,1278926,1278926,100.0,3874,75,20,2026-03-02T09:57:39.112279
traffic_parameters,23592,alex2011ua/MeduzzenIntership,https://github.com/alex2011ua/MeduzzenIntership,"{""host_num"": 3, ""pcap_size"": 4.97977352142334, ""flow_count"": 5, ""tcp_traffic"": {""80"": {""hosts"": 1, ""n_packets"": 6, ""flow_count"": 1, ""total_size"": 444, ""traffic_end"": 42.52684807777405, ""iana_mapping"": ""http"", ""traffic_start"": 10.9160795211792, ""tshark_parsing"": [], ""traffic_duration"": 31.61076855659485}, ""443"": {""hosts"": 2, ""n_packets"": 1791, ""flow_count"": 2, ""total_size"": 5186877, ""traffic_end"": 5.920854806900024, ""iana_mapping"": ""https"", ""traffic_start"": 2.1420962810516357, ""tshark_parsing"": [""tls""], ""traffic_duration"": 3.7787585258483887}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771823955.4129975, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.35397148132324, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8802890777587891, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.473682403564453}}, ""hostname_info"": [{""ip"": ""52.216.34.80"", ""source"": ""TLS_SNI"", ""hostname"": ""s3.amazonaws.com""}]}",http,Small but persistent HTTP traffic on port 80 (444 bytes over ~31s) after the large early HTTPS (S3) download; mDNS is DNS-like and does not count.,cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/alex2011ua_MeduzzenIntership_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/alex2011ua_MeduzzenIntership_cartwheel_run_0.csv,44069,44069,100.0,761,4,3,2026-03-02T09:56:57.032912
traffic_parameters,22787,python/planet,https://github.com/python/planet,"{""host_num"": 27, ""pcap_size"": 1.0335578918457031, ""flow_count"": 42, ""tcp_traffic"": {""80"": {""hosts"": 19, ""n_packets"": 379, ""flow_count"": 26, ""total_size"": 490458, ""traffic_end"": 57.485777139663696, ""iana_mapping"": ""http"", ""traffic_start"": 1.612248420715332, ""tshark_parsing"": [""data"", ""data-text-lines"", ""http"", ""xml""], ""traffic_duration"": 55.873528718948364}, ""443"": {""hosts"": 15, ""n_packets"": 481, ""flow_count"": 14, ""total_size"": 556597, ""traffic_end"": 50.75657081604004, ""iana_mapping"": ""https"", ""traffic_start"": 2.044743299484253, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 48.711827516555786}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 24, ""time_seen"": 1771783402.1357744, ""flow_count"": 2, ""total_size"": 3585, ""traffic_end"": 33.13124442100525, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8316168785095215, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.29962754249573}}, ""hostname_info"": [{""ip"": ""104.16.253.120"", ""source"": ""HTTP_HOST"", ""hostname"": ""ablog.readthedocs.org""}, {""ip"": ""104.16.254.120"", ""source"": ""TLS_SNI"", ""hostname"": ""ablog.readthedocs.io""}, {""ip"": ""104.21.21.144"", ""source"": ""TLS_SNI"", ""hostname"": ""www.andreagrandi.it""}, {""ip"": ""104.21.64.249"", ""source"": ""TLS_SNI"", ""hostname"": ""www.ahmedbouchefra.com""}, {""ip"": ""104.21.84.22"", ""source"": ""TLS_SNI"", ""hostname"": ""djangocentral.com""}, {""ip"": ""13.215.239.219"", ""source"": ""TLS_SNI"", ""hostname"": ""emptysqua.re""}, {""ip"": ""142.250.4.121"", ""source"": ""HTTP_HOST"", ""hostname"": ""feeds.limi.net""}, {""ip"": ""142.250.4.121"", ""source"": ""HTTP_HOST"", ""hostname"": ""techtonik.rainforce.org""}, {""ip"": ""142.250.72.129"", ""source"": ""HTTP_HOST"", ""hostname"": ""annaraven.blogspot.com""}, {""ip"": ""142.251.116.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""alextechrants.blogspot.com""}, {""ip"": ""142.251.12.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""alstatr.blogspot.com""}, {""ip"": ""157.245.138.36"", ""source"": ""TLS_SNI"", ""hostname"": ""agendaless.com""}, {""ip"": ""172.253.118.118"", ""source"": ""HTTP_HOST"", ""hostname"": ""feeds.feedburner.com""}, {""ip"": ""172.253.118.121"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.alexconrad.org""}, {""ip"": ""172.253.118.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""alecmunro.blogspot.com""}, {""ip"": ""172.253.118.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""codingweasel.blogspot.com""}, {""ip"": ""172.253.118.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""mindref.blogspot.com""}, {""ip"": ""172.253.118.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""mysql-python.blogspot.com""}, {""ip"": ""185.199.108.153"", ""source"": ""HTTP_HOST"", ""hostname"": ""akaptur.com""}, {""ip"": ""185.199.108.153"", ""source"": ""TLS_SNI"", ""hostname"": ""alexmorozov.github.io""}, {""ip"": ""185.199.108.153"", ""source"": ""HTTP_HOST"", ""hostname"": ""andy.terrel.us""}, {""ip"": ""185.199.108.153"", ""source"": ""HTTP_HOST"", ""hostname"": ""dev.2degreesnetwork.com""}, {""ip"": ""185.199.109.153"", ""source"": ""TLS_SNI"", ""hostname"": ""blog.adarshd.dev""}, {""ip"": ""185.199.111.153"", ""source"": ""HTTP_HOST"", ""hostname"": ""akaptur.github.io""}, {""ip"": ""192.30.252.154"", ""source"": ""HTTP_HOST"", ""hostname"": ""masnun.rocks""}, {""ip"": ""192.30.252.154"", ""source"": ""HTTP_HOST"", ""hostname"": ""morozov.ca""}, {""ip"": ""216.239.32.21"", ""source"": ""TLS_SNI"", ""hostname"": ""peadrop.com""}, {""ip"": ""34.200.210.175"", ""source"": ""TLS_SNI"", ""hostname"": ""www.artima.com""}, {""ip"": ""45.72.186.94"", ""source"": ""TLS_SNI"", ""hostname"": ""anarc.at""}, {""ip"": ""46.101.182.47"", ""source"": ""HTTP_HOST"", ""hostname"": ""blog.amvtek.com""}, {""ip"": ""46.101.182.47"", ""source"": ""TLS_SNI"", ""hostname"": ""www.amvtek.com""}, {""ip"": ""66.39.47.217"", ""source"": ""HTTP_HOST"", ""hostname"": ""dalkescientific.com""}, {""ip"": ""74.125.24.132"", ""source"": ""TLS_SNI"", ""hostname"": ""aroberge.blogspot.com""}, {""ip"": ""74.125.24.132"", ""source"": ""HTTP_HOST"", ""hostname"": ""techarttiki.blogspot.com""}, {""ip"": ""99.83.231.61"", ""source"": ""TLS_SNI"", ""hostname"": ""amjith.com""}]}",http,"Sustained, high-volume TCP traffic on ports 80 and 443 over most of the 60s (HTTP parsing entries, TLS SNI present), many packets/flows and numerous HTTP_HOST/TLS_SNI hostnames — indicates persistent web application traffic beyond initial download or DNS.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/python_planet_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/python_planet_cartwheel_run_0.csv,56808,56808,100.0,456,41,26,2026-03-02T09:40:06.019554
traffic_parameters,22265,jdecorte-be/cybersec-pool,https://github.com/jdecorte-be/cybersec-pool,"{""host_num"": 6, ""pcap_size"": 5.847137451171875, ""flow_count"": 10, ""tcp_traffic"": {""443"": {""hosts"": 2, ""n_packets"": 981, ""flow_count"": 5, ""total_size"": 1143900, ""traffic_end"": 57.69602918624878, ""iana_mapping"": ""https"", ""traffic_start"": 1.20859956741333, ""tshark_parsing"": [""data"", ""tls""], ""traffic_duration"": 56.48742961883545}, ""9001"": {""hosts"": 3, ""n_packets"": 541, ""flow_count"": 2, ""total_size"": 878533, ""traffic_end"": 7.5013439655303955, ""iana_mapping"": ""etlservicemgr"", ""traffic_start"": 2.209998369216919, ""tshark_parsing"": [""tls""], ""traffic_duration"": 5.291345596313477}, ""9040"": {""hosts"": 2, ""n_packets"": 1718, ""flow_count"": 1, ""total_size"": 3991641, ""traffic_end"": 12.042562484741211, ""iana_mapping"": ""unknown"", ""traffic_start"": 7.5824737548828125, ""tshark_parsing"": [""tls""], ""traffic_duration"": 4.460088729858398}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 24, ""time_seen"": 1771754703.0223773, ""flow_count"": 2, ""total_size"": 3585, ""traffic_end"": 32.68163204193115, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8501861095428467, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.831445932388306}}, ""hostname_info"": [{""ip"": ""109.70.100.246"", ""source"": ""TLS_SNI"", ""hostname"": ""www.3lskeb2wvx2tsvzuxvjp4jm.com""}, {""ip"": ""159.69.138.31"", ""source"": ""TLS_SNI"", ""hostname"": ""www.xttyg5yreu.com""}, {""ip"": ""185.223.30.252"", ""source"": ""TLS_SNI"", ""hostname"": ""www.2ahrp6mf4lskdzcgtv.com""}, {""ip"": ""185.223.30.252"", ""source"": ""TLS_SNI"", ""hostname"": ""www.djvmekmpbf7b.com""}, {""ip"": ""185.223.30.252"", ""source"": ""TLS_SNI"", ""hostname"": ""www.ijlo5jombi.com""}, {""ip"": ""185.223.30.252"", ""source"": ""TLS_SNI"", ""hostname"": ""www.zrz5.com""}]}",http,"Sustained TLS traffic on port 443 (long duration, ~1.14 MB, SNI hostnames) plus multiple large TLS flows on other ports indicate HTTPS application-level traffic beyond initial/download and DNS.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/jdecorte-be_cybersec-pool_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/jdecorte-be_cybersec-pool_cartwheel_run_0.csv,1131104,1131104,100.0,1419,9,6,2026-03-02T09:36:52.281607
traffic_parameters,20915,nies-consplan/envcf,https://github.com/nies-consplan/envcf,"{""host_num"": 5, ""pcap_size"": 2.103046417236328, ""flow_count"": 6, ""tcp_traffic"": {""443"": {""hosts"": 4, ""n_packets"": 517, ""flow_count"": 4, ""total_size"": 2180880, ""traffic_end"": 38.00326180458069, ""iana_mapping"": ""https"", ""traffic_start"": 0.12700247764587402, ""tshark_parsing"": [""tls""], ""traffic_duration"": 37.876259326934814}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771683617.1266122, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.6022686958313, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8543729782104492, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.74789571762085}}, ""hostname_info"": [{""ip"": ""18.220.20.140"", ""source"": ""TLS_SNI"", ""hostname"": ""p3m.dev""}, {""ip"": ""3.165.102.23"", ""source"": ""TLS_SNI"", ""hostname"": ""rspm-sync.rstudio.com""}, {""ip"": ""52.14.31.168"", ""source"": ""TLS_SNI"", ""hostname"": ""p3m.dev""}]}",http,"Sustained TLS (port 443) traffic (~2.18 MB, 517 packets, ~38s) with TLS SNI hostnames (p3m.dev, rspm-sync.rstudio.com) — indicates ongoing HTTPS application traffic beyond initial download; UDP is mDNS only.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/nies-consplan_envcf_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/nies-consplan_envcf_cartwheel_run_0.csv,19730,19730,100.0,241,5,5,2026-03-02T09:18:03.205785
traffic_parameters,20694,Anirudhhan/news-aggregator,https://github.com/Anirudhhan/news-aggregator,"{""host_num"": 4, ""pcap_size"": 3.135955810546875, ""flow_count"": 18, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3318, ""flow_count"": 16, ""total_size"": 3169477, ""traffic_end"": 57.76579570770264, ""iana_mapping"": ""https"", ""traffic_start"": 1.1430625915527344, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 56.6227331161499}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771673809.1580648, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.96375513076782, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8054828643798828, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.15827226638794}}, ""hostname_info"": [{""ip"": ""104.16.0.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.2.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}]}",http,"Long-lived TLS traffic on port 443 (SNI registry.npmjs.org) transferring ~3.1 MB over 56s with 3,318 packets indicates sustained HTTPS application traffic beyond initial download; UDP is mDNS (local discovery) only.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/Anirudhhan_news-aggregator_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/Anirudhhan_news-aggregator_cartwheel_run_0.csv,160650,160650,100.0,1530,17,3,2026-03-02T09:17:29.435167
traffic_parameters,20693,mridulmehra/Live_news_aggregator,https://github.com/mridulmehra/Live_news_aggregator,"{""host_num"": 4, ""pcap_size"": 3.1321868896484375, ""flow_count"": 18, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3279, ""flow_count"": 16, ""total_size"": 3167010, ""traffic_end"": 57.326464891433716, ""iana_mapping"": ""https"", ""traffic_start"": 1.186647653579712, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 56.139817237854004}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 24, ""time_seen"": 1771673684.1789944, ""flow_count"": 2, ""total_size"": 3585, ""traffic_end"": 32.875107288360596, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8586728572845459, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.01643443107605}}, ""hostname_info"": [{""ip"": ""104.16.11.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.9.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}]}",http,"Sustained TLS/HTTPS traffic to registry.npmjs.org over ~56s with ~3.16MB and 3,279 packets indicates ongoing HTTP(S) application activity beyond initial download (mDNS is minor).",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/mridulmehra_Live_news_aggregator_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/mridulmehra_Live_news_aggregator_cartwheel_run_0.csv,158427,158427,100.0,1496,17,3,2026-03-02T09:17:17.152727
traffic_parameters,20692,tvirat/HNHNewsAggregator,https://github.com/tvirat/HNHNewsAggregator,"{""host_num"": 4, ""pcap_size"": 3.1307029724121094, ""flow_count"": 18, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3299, ""flow_count"": 16, ""total_size"": 3164475, ""traffic_end"": 57.86617136001587, ""iana_mapping"": ""https"", ""traffic_start"": 1.1347026824951172, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 56.73146867752075}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 26, ""time_seen"": 1771673593.2841103, ""flow_count"": 2, ""total_size"": 3776, ""traffic_end"": 33.03266191482544, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.007855415344238281, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 33.0248064994812}}, ""hostname_info"": [{""ip"": ""104.16.4.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.5.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}]}",http,Sustained TLS traffic on port 443 to registry.npmjs.org over ~57s (3.16 MB across many flows) — indicates persistent HTTPS application activity; mDNS is minor.,cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/tvirat_HNHNewsAggregator_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/tvirat_HNHNewsAggregator_cartwheel_run_0.csv,158725,158725,100.0,1500,17,3,2026-03-02T09:17:06.482857
traffic_parameters,20691,priyanka0123456/News-Aggregator-React-App,https://github.com/priyanka0123456/News-Aggregator-React-App,"{""host_num"": 4, ""pcap_size"": 3.1254501342773438, ""flow_count"": 18, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3217, ""flow_count"": 16, ""total_size"": 3161614, ""traffic_end"": 57.3863251209259, ""iana_mapping"": ""https"", ""traffic_start"": 1.198852300643921, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 56.18747282028198}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771673504.2060301, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.90468502044678, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8176708221435547, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.08701419830322}}, ""hostname_info"": [{""ip"": ""104.16.0.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.4.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}]}",http,"Sustained, high-volume TLS (port 443) traffic to registry.npmjs.org over ~56s (3.1MB) indicates ongoing HTTP(S) application activity beyond initial download; UDP mDNS is just discovery.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/priyanka0123456_News-Aggregator-React-App_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/priyanka0123456_News-Aggregator-React-App_cartwheel_run_0.csv,157782,157782,100.0,1486,17,3,2026-03-02T09:16:57.638216
traffic_parameters,20638,tejassavaliya/news-aggregator-app,https://github.com/tejassavaliya/news-aggregator-app,"{""host_num"": 4, ""pcap_size"": 3.13238525390625, ""flow_count"": 18, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3285, ""flow_count"": 16, ""total_size"": 3166892, ""traffic_end"": 57.30581855773926, ""iana_mapping"": ""https"", ""traffic_start"": 1.1784477233886719, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 56.127370834350586}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 24, ""time_seen"": 1771671199.5630267, ""flow_count"": 2, ""total_size"": 3585, ""traffic_end"": 33.04913353919983, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8306539058685303, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.2184796333313}}, ""hostname_info"": [{""ip"": ""104.16.1.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.7.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}]}",http,Sustained TLS/HTTPS traffic to registry.npmjs.org over ~56s with ~3.16MB and multiple flows — indicates web application traffic beyond DNS/mdns.,cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/tejassavaliya_news-aggregator-app_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/tejassavaliya_news-aggregator-app_cartwheel_run_0.csv,157533,157533,100.0,1483,17,3,2026-03-02T09:16:48.775578
traffic_parameters,19666,mdb/terraform-advanced-logic-demo,https://github.com/mdb/terraform-advanced-logic-demo,"{""host_num"": 4, ""pcap_size"": 22.261260986328125, ""flow_count"": 9, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3990, ""flow_count"": 7, ""total_size"": 23199883, ""traffic_end"": 34.734182834625244, ""iana_mapping"": ""https"", ""traffic_start"": 2.2884833812713623, ""tshark_parsing"": [""tls""], ""traffic_duration"": 32.44569945335388}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771625487.0143101, ""flow_count"": 2, ""total_size"": 3670, ""traffic_end"": 33.038328647613525, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.17401361465454102, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.864315032958984}}, ""hostname_info"": [{""ip"": ""34.120.177.193"", ""source"": ""TLS_SNI"", ""hostname"": ""grafana.com""}, {""ip"": ""74.125.24.207"", ""source"": ""TLS_SNI"", ""hostname"": ""storage.googleapis.com""}]}",http,"Sustained, large TLS (port 443) traffic (≈23 MB, 7 flows, 3990 packets, ~32 s) to grafana.com and storage.googleapis.com — indicates HTTPS application activity beyond mere DNS/download; UDP is only mDNS.",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/mdb_terraform-advanced-logic-demo_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/mdb_terraform-advanced-logic-demo_cartwheel_run_0.csv,134461,1094338,12.29,1788,15,3,2026-03-02T09:08:25.378704
traffic_parameters,18897,aakashraj96/CASTNXT,https://github.com/aakashraj96/CASTNXT,"{""host_num"": 8, ""pcap_size"": 8.455638885498047, ""flow_count"": 9, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 1894, ""flow_count"": 2, ""total_size"": 4507202, ""traffic_end"": 51.37944054603577, ""iana_mapping"": ""https"", ""traffic_start"": 5.43557596206665, ""tshark_parsing"": [""tls""], ""traffic_duration"": 45.943864583969116}, ""7430"": {""hosts"": 2, ""n_packets"": 2293, ""flow_count"": 1, ""total_size"": 3332823, ""traffic_end"": 55.07553482055664, ""iana_mapping"": ""xmpv7"", ""traffic_start"": 7.313220977783203, ""tshark_parsing"": [""data"", ""tls""], ""traffic_duration"": 47.76231384277344}, ""9000"": {""hosts"": 1, ""n_packets"": 6, ""flow_count"": 1, ""total_size"": 444, ""traffic_end"": 33.65935277938843, ""iana_mapping"": ""cslistener"", ""traffic_start"": 2.111311674118042, ""tshark_parsing"": [], ""traffic_duration"": 31.548041105270386}, ""9001"": {""hosts"": 3, ""n_packets"": 251, ""flow_count"": 2, ""total_size"": 861783, ""traffic_end"": 7.498900413513184, ""iana_mapping"": ""etlservicemgr"", ""traffic_start"": 1.1098315715789795, ""tshark_parsing"": [""tls""], ""traffic_duration"": 6.389068841934204}, ""9004"": {""hosts"": 2, ""n_packets"": 17, ""flow_count"": 1, ""total_size"": 6756, ""traffic_end"": 6.031661510467529, ""iana_mapping"": ""unknown"", ""traffic_start"": 5.109282970428467, ""tshark_parsing"": [""tls""], ""traffic_duration"": 0.9223785400390625}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1771580086.0876572, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.32026124000549, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.8313837051391602, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.488877534866333}}, ""hostname_info"": [{""ip"": ""185.124.240.98"", ""source"": ""TLS_SNI"", ""hostname"": ""www.zt7okswgx.com""}, {""ip"": ""192.42.116.186"", ""source"": ""TLS_SNI"", ""hostname"": ""www.rlaq2zsopd2d.com""}, {""ip"": ""2.58.56.220"", ""source"": ""TLS_SNI"", ""hostname"": ""www.4mlnq22te.com""}, {""ip"": ""45.84.107.142"", ""source"": ""TLS_SNI"", ""hostname"": ""www.fe367h7.com""}]}",http,"Large, sustained TLS-encrypted flows (port 443: ~4.5MB over ~46s) with TLS SNI hostnames and additional TLS data on port 7430 indicate ongoing HTTPS/application traffic beyond initial download (mDNS present but not sole activity).",cartwheel,,0,/home/bingcheng/dynamov2/stage3/pcap/aakashraj96_CASTNXT_cartwheel_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/aakashraj96_CASTNXT_cartwheel_run_0.csv,854827,857359,99.7,1968,7,7,2026-03-02T09:06:52.071168
